0,1563649891,Sun Apr 19 23:40:15 PDT 2009,NO_QUERY,mattydoga,Back to school tomorow 
0,1563649992,Sun Apr 19 23:40:16 PDT 2009,NO_QUERY,_ashleiigh,i hate painting i have white paint all over my hands 
0,1563650003,Sun Apr 19 23:40:17 PDT 2009,NO_QUERY,theroundup,Bawww I need a haircut  No1 could fit me in before work tonight. Sigh.
0,1563650149,Sun Apr 19 23:40:20 PDT 2009,NO_QUERY,NorrinElizabeth,I need a new phone..... I also need to go to sleep! Ewwie school tomorrow. 
0,1563650409,Sun Apr 19 23:40:22 PDT 2009,NO_QUERY,lovejenara,Once again I am up and energetic but also sad so I am going to lay it down  TTYL nighty night.
0,1563650647,Sun Apr 19 23:40:25 PDT 2009,NO_QUERY,jennifergatc,"Blah, time for bed I suppose. Seeing my friends back off to Ohio in the morning "
0,1563650803,Sun Apr 19 23:40:28 PDT 2009,NO_QUERY,xxprettyinblkxx,i need to go to sleep  ....goodnight
0,1563650865,Sun Apr 19 23:40:29 PDT 2009,NO_QUERY,stephhh_,does not want to go back to sixth form today 
0,1563651418,Sun Apr 19 23:40:36 PDT 2009,NO_QUERY,captanchick,I hate being sad. I wish there was i way to never be sad again. 
0,1563651684,Sun Apr 19 23:40:40 PDT 2009,NO_QUERY,DanielLonsdale,"is getting ready to go back to school  ! had a nice jog this morning, woke me up.. and OMG if you seek amy is on the radio !!!  "
0,1563652448,Sun Apr 19 23:40:52 PDT 2009,NO_QUERY,monikzamora,daydreaming of my li'l girl. 
0,1563652722,Sun Apr 19 23:40:56 PDT 2009,NO_QUERY,itsjulio,i want a new phone  and new clothes :' (
0,1563652794,Sun Apr 19 23:41:00 PDT 2009,NO_QUERY,number27cheese,first day back 
0,1563652907,Sun Apr 19 23:41:01 PDT 2009,NO_QUERY,tressanicole,@JoelMadden awesome!! It doesn't come to Dallas until the 24th I believe... 
0,1563652991,Sun Apr 19 23:41:00 PDT 2009,NO_QUERY,Richard1994,@MasterAwesome Please no more school 
0,1563653411,Sun Apr 19 23:41:06 PDT 2009,NO_QUERY,vyzion360,@Jetemetet I hope so!  Yesterday was a little more rainy and gray then I would like 
0,1563653738,Sun Apr 19 23:41:12 PDT 2009,NO_QUERY,MiszBeezy,@RayRay_Sodmg qood morninq ! Today's school 
0,1563653784,Sun Apr 19 23:41:11 PDT 2009,NO_QUERY,allyheartsBB,@kkluvszsj I know  my dad is planning on scaring the shiz out of me cause he always does. I need BB to hold me &amp; sing me a lullaby LMAO
0,1563653967,Sun Apr 19 23:41:14 PDT 2009,NO_QUERY,gmuragishi,I wish Doug was on 
0,1563654087,Sun Apr 19 23:41:16 PDT 2009,NO_QUERY,OurDrPepper,"Why do people think that I'm making them to feel isolated?  Why... if people are turning against me, fine..."
0,1563654138,Sun Apr 19 23:41:17 PDT 2009,NO_QUERY,MagicallyFab,@iamdiddy lucky u @ a party!!!!  work here bleh
0,1563654280,Sun Apr 19 23:41:19 PDT 2009,NO_QUERY,jessiedangerr,yeah well school tmrw i will be pretty sad. anyways youtube marathon over for right now. no FOB/ATL/CS/ or MS  FML badnight
0,1563654287,Sun Apr 19 23:41:19 PDT 2009,NO_QUERY,AlexAmpuero,is such an unproductive student 
0,1563654684,Sun Apr 19 23:41:25 PDT 2009,NO_QUERY,zomgjeremy,"Damn it i need to quit going to bed late at night on the weekends, i cant sleep... "
0,1563654807,Sun Apr 19 23:41:27 PDT 2009,NO_QUERY,AlishaLoves,@billbeckett You didnt tweet us back  Please do and hope you had a great show xD
0,1563655133,Sun Apr 19 23:41:32 PDT 2009,NO_QUERY,coreyskort,@scottrmcgrew i know  im gonna go cry myself to sleep now 
0,1563655139,Sun Apr 19 23:41:32 PDT 2009,NO_QUERY,shaylalala,@RAHHburt screw those light skinned thangs. ::as if I'm not part of that army:: 
0,1563655320,Sun Apr 19 23:41:34 PDT 2009,NO_QUERY,chrysalisceo,"CVM is showing some old movie... OMG, is this &quot;Oklahoma&quot;?! Its a western.... Yay "
0,1563655841,Sun Apr 19 23:41:42 PDT 2009,NO_QUERY,HeathieH7,"Internet is being Epic Fail tonight, I want to find a Verizon representative and be malicious, just to feel better. Ugh. "
0,1563656573,Sun Apr 19 23:41:54 PDT 2009,NO_QUERY,cheeseyy,"I just wrote the most useless essay I have ever seen in my whole life. teacher, please don't fail me. "
0,1563656817,Sun Apr 19 23:41:58 PDT 2009,NO_QUERY,pinkvelvetcake,@feedthepoor I wonder how much money they made from JUST u?! Their female line is not dope. So u and @pinkglambam can't be twins aww 
0,1563656944,Sun Apr 19 23:42:00 PDT 2009,NO_QUERY,nikhiljaipurkar,"@zorder i can send you a message, you are not following me "
0,1563657239,Sun Apr 19 23:42:04 PDT 2009,NO_QUERY,eccoitaly,Good morning world!! 8.42 am here and it's always raining 
0,1563657309,Sun Apr 19 23:42:05 PDT 2009,NO_QUERY,ozdj,"@ccollinsmith Sorry i missed ur birthday    If you come down to the SOCAP AU symposium, I'll buy you a &quot;better late than never&quot; cake  ;-)"
0,1563657310,Sun Apr 19 23:42:04 PDT 2009,NO_QUERY,kmikeym,Pinbrawl (pinball tourney @GroundKontrol) is still going. It's almost Monday.  @patc lost his first game... 
0,1563657462,Sun Apr 19 23:42:07 PDT 2009,NO_QUERY,natashasaurus,owwwiee! i just fell over and full on scraped my knee. its bleeding and everything!! it hurts!! 
0,1563657645,Sun Apr 19 23:42:10 PDT 2009,NO_QUERY,Rose_Ci,@officialTila mmm    I from SouthAmerica
0,1563657668,Sun Apr 19 23:42:11 PDT 2009,NO_QUERY,richardBarley,"@iledere Yikes, thats not good. Very handy at just 1 hour for me. Moving it further south will make Nantes closer "
0,1563657772,Sun Apr 19 23:42:12 PDT 2009,NO_QUERY,setpihi,"Was forced to take &quot;Bones&quot; off last night cos it &quot;will give your little sister bad dreams&quot;.  Not happy Jane! I never miss it, and had to"
0,1563657793,Sun Apr 19 23:42:12 PDT 2009,NO_QUERY,Bkami,Long day at work... Good tired. Got some stuff from my house... Kinda bummed... 
0,1563657814,Sun Apr 19 23:42:13 PDT 2009,NO_QUERY,RogelioT,Adjusted timer then looked at stars for half hour. Wanted to climb the roof to see them closer but I know it wouldn't make any difference 
0,1563657879,Sun Apr 19 23:42:13 PDT 2009,NO_QUERY,Kaz_Bc,"I don't know what is wrong with the players in this house, but last night I was going to watch a dvd, but it wouldn't work, bad times "
0,1563657966,Sun Apr 19 23:42:17 PDT 2009,NO_QUERY,jonijavier,@mrskutcher how about mistreated/underpaid/unpaid maids/helpers? there sure is a lot of injustice in the world. we need social justice! 
0,1563657998,Sun Apr 19 23:42:16 PDT 2009,NO_QUERY,PiratesDontSkip,"@justinrichards Duude, get on AIM.  So bored rite nao "
0,1563658241,Sun Apr 19 23:42:19 PDT 2009,NO_QUERY,LynneElf,I hate migraines. Cos if I don't control the pain I always get sick.  
0,1563658411,Sun Apr 19 23:42:22 PDT 2009,NO_QUERY,angelamao115,wants to sleep but cant..... 
0,1563658720,Sun Apr 19 23:42:26 PDT 2009,NO_QUERY,rabbitsbum,I did not want to get up this morning! I wish I could stay at home. It looks like another gorgeous day &amp; I'll be stuck in an office 
0,1563658772,Sun Apr 19 23:42:27 PDT 2009,NO_QUERY,jaso0o0on,ITS FREAKIN HOT. 
0,1563658835,Sun Apr 19 23:42:28 PDT 2009,NO_QUERY,conradrad,i broke another axe    Am knackered from chopping with a log splitter.
0,1563658873,Sun Apr 19 23:42:29 PDT 2009,NO_QUERY,edinselimovic,Terrible dreams last night! Dreamed that I was on the funeral of my friend and when I woke up mail from Facebook came of his BDay today! 
0,1563659089,Sun Apr 19 23:42:32 PDT 2009,NO_QUERY,Joorrie,i'm going to driving lessons very soon..Bah i don't wanted 
0,1563659136,Sun Apr 19 23:42:33 PDT 2009,NO_QUERY,FloppyNono,@b4k4n3k0 the only way i will ever be able to get close to beautiful women is if i develop a resistance to mace 
0,1563659362,Sun Apr 19 23:42:36 PDT 2009,NO_QUERY,shebringsthesun,wishes everyone didn't go to sleep 
0,1563659553,Sun Apr 19 23:42:39 PDT 2009,NO_QUERY,postmochic,@taramasatala me miss them already.. 
0,1563659581,Sun Apr 19 23:42:40 PDT 2009,NO_QUERY,Sweet16Sue,...My Light Bulb is out 
0,1563659604,Sun Apr 19 23:42:40 PDT 2009,NO_QUERY,tangledshoelace,i'm cold. 
0,1563659701,Sun Apr 19 23:42:42 PDT 2009,NO_QUERY,rawrlo,"@RVTLZE sorry, i can't help being boring. "
0,1563660048,Sun Apr 19 23:42:47 PDT 2009,NO_QUERY,AverageJo,"going to bed, tomorrow is going to be along day "
0,1563660118,Sun Apr 19 23:42:48 PDT 2009,NO_QUERY,Tricia_PsGuard,ughhhh. i feel asleep.. and i woke up worse. 
0,1563660211,Sun Apr 19 23:42:49 PDT 2009,NO_QUERY,birdandthebee,@denisefrutos we totally should 
0,1563660580,Sun Apr 19 23:42:55 PDT 2009,NO_QUERY,pearcen_uk,@Leafybear heading up to The City from the South Coast gone from sun to cloud at Basingstoke northwards  Hope it gets to London later
0,1563660731,Sun Apr 19 23:42:57 PDT 2009,NO_QUERY,sharonflawrence,Back to work today.hope children aren't too hyper! .don't  really want to go. want to be housewife and watch This Morning 
0,1563660900,Sun Apr 19 23:43:01 PDT 2009,NO_QUERY,yoitsandrea,Soccer drills are very tiring and my body hurts right now 
0,1563660963,Sun Apr 19 23:43:02 PDT 2009,NO_QUERY,EverybodyKiss,@Paigelovesrenee She didnt reply to me  lmfao.
0,1563660964,Sun Apr 19 23:43:04 PDT 2009,NO_QUERY,MARGAREYES,"@perezhilton i wish miss america would air here in the philippines, i searched everywhere but i cannot find any site with the pageant. "
0,1563661262,Sun Apr 19 23:43:06 PDT 2009,NO_QUERY,mgrexx,"ugh, how could you do this to me? "
0,1563661596,Sun Apr 19 23:43:11 PDT 2009,NO_QUERY,kmgrose,really doesn't want to go to work  Can't I just bum around at home for a bit longer?
0,1563661806,Sun Apr 19 23:43:14 PDT 2009,NO_QUERY,coriluvnthedon,"@michellecpa i'm so STUPID, i should've gone to see bald ass britney today! i knew it. i could've convinced him to kidnap donnie for me! "
